order_id,order_date,customer_name,product_name,category,quantity,unit_price,total_amount,warehouse,region,payment_status,order_status,dispatch_date,delivery_date
815,2025-04-10,Customer_238,Lotion,Beauty,8,350,2800.0,WH-B,Khulna,Paid,Pending,2025-04-11,2025-04-15
816,2025-04-23,Customer_197,Toothpaste,Personal Care,7,180,1260.0,WH-C,Rajshahi,Paid,Cancelled,2025-04-26,2025-05-03
817,2025-05-01,Customer_86,Ice Cream,Foods,3,350,1050.0,WH-C,Rajshahi,Paid,Pending,2025-05-05,2025-05-12
818,2025-01-17,Customer_155,Tea,Foods,9,500,4500.0,WH-C,Sylhet,Failed,Cancelled,2025-01-20,2025-01-24
819,2025-06-14,Customer_114,Detergent,Home Care,1,120,120.0,,Chattogram,Paid,Dispatched,2025-06-16,2025-06-22
820,2025-05-28,Customer_41,Shampoo,Personal Care,10,250,2500.0,WH-A,Sylhet,Failed,Pending,2025-05-29,2025-05-30
821,2025-03-23,Customer_224,Ice Cream,Foods,20,350,7000.0,WH-C,Chattogram,Pending,Pending,2025-03-27,2025-03-31
822,2025-03-14,Customer_107,Tea,Foods,19,250,4750.0,WH-B,Chattogram,Pending,Dispatched,2025-03-16,2025-03-17
823,2025-01-06,Customer_166,Ice Cream,Foods,19,180,3420.0,WH-C,Chattogram,Paid,Dispatched,2025-01-07,2025-01-12
824,2025-01-13,Customer_110,Shampoo,Personal Care,9,180,1620.0,WH-C,Khulna,Paid,Delivered,2025-01-17,2025-01-22
825,2025-01-31,Customer_135,Toothpaste,Personal Care,6,500,3000.0,WH-B,Rajshahi,Failed,Dispatched,2025-02-01,2025-02-07
826,2025-02-18,Customer_192,Soap,Personal Care,8,180,1440.0,WH-B,Rajshahi,Paid,Dispatched,2025-02-21,2025-02-24
827,2025-02-25,Customer_174,Ice Cream,Foods,7,500,3500.0,WH-A,Rajshahi,Paid,Dispatched,2025-02-28,2025-03-06
828,2025-03-16,Customer_159,Ice Cream,Foods,5,120,600.0,WH-B,Chattogram,Pending,Dispatched,2025-03-19,2025-03-21
829,2025-02-04,Customer_102,Soap,Personal Care,1,350,350.0,WH-C,Chattogram,,Dispatched,2025-02-07,2025-02-13
830,2025-03-07,Customer_143,Tea,Foods,14,500,7000.0,WH-A,Dhaka,Pending,Pending,2025-03-08,2025-03-09
831,2025-06-21,Customer_192,Detergent,Home Care,12,500,6000.0,WH-A,Dhaka,Pending,Dispatched,2025-06-26,2025-07-02
832,2025-02-03,Customer_149,Toothpaste,Personal Care,13,250,3250.0,WH-A,Khulna,Paid,Dispatched,2025-02-08,2025-02-09
833,2025-01-23,Customer_136,Toothpaste,Personal Care,15,180,2700.0,WH-B,Chattogram,Pending,Delivered,2025-01-26,2025-02-01
834,2025-05-08,Customer_93,Toothpaste,Personal Care,2,180,360.0,WH-B,Khulna,Pending,Cancelled,2025-05-11,2025-05-17
835,2025-02-12,Customer_126,Lotion,Beauty,11,350,3850.0,WH-A,Sylhet,Failed,Dispatched,2025-02-15,2025-02-21
836,2025-01-14,Customer_10,Soap,Personal Care,7,180,1260.0,WH-B,Khulna,Paid,Dispatched,2025-01-16,2025-01-18
837,2025-01-11,Customer_182,Detergent,Home Care,4,350,1400.0,WH-C,Rajshahi,Pending,Dispatched,2025-01-15,2025-01-18
838,2025-03-31,Customer_223,Soap,Personal Care,5,120,600.0,WH-B,Chattogram,Paid,Cancelled,2025-04-01,2025-04-03
839,2025-05-30,Customer_197,Lotion,Beauty,19,180,3420.0,WH-C,Chattogram,Pending,Delivered,2025-05-31,2025-06-05
840,2025-03-26,Customer_175,Shampoo,Personal Care,16,120,1920.0,WH-C,Dhaka,Pending,Cancelled,2025-03-27,2025-03-30
841,2025-02-09,Customer_118,Lotion,Beauty,4,250,1000.0,WH-C,Rajshahi,Pending,Cancelled,2025-02-10,2025-02-11
842,2025-01-12,Customer_84,Lotion,Beauty,1,250,250.0,WH-C,Sylhet,Paid,Pending,2025-01-17,2025-01-21
843,2025-03-24,Customer_19,Ice Cream,Foods,2,250,500.0,WH-C,Sylhet,Pending,Delivered,2025-03-25,2025-03-31
844,2025-03-03,Customer_6,Detergent,Home Care,9,180,1620.0,,Chattogram,Pending,Dispatched,2025-03-07,2025-03-08
845,2025-03-18,Customer_111,Toothpaste,Personal Care,5,120,600.0,WH-C,Khulna,Failed,Pending,2025-03-22,2025-03-29
846,2025-05-12,Customer_115,Toothpaste,Personal Care,4,250,1000.0,WH-B,Rajshahi,Pending,Dispatched,2025-05-14,2025-05-18
847,2025-06-07,Customer_162,Soap,Personal Care,14,250,3500.0,WH-B,Dhaka,Paid,Cancelled,2025-06-09,2025-06-13
848,2025-05-07,Customer_166,Detergent,Home Care,8,180,1440.0,WH-C,Dhaka,Pending,Dispatched,2025-05-12,2025-05-18
849,2025-03-18,Customer_176,Detergent,Home Care,3,350,1050.0,WH-B,Chattogram,Failed,Dispatched,2025-03-20,2025-03-22
850,2025-05-22,Customer_132,Toothpaste,Personal Care,19,120,2280.0,WH-A,Sylhet,Pending,Dispatched,2025-05-23,2025-05-24
851,2025-03-06,Customer_150,Soap,Personal Care,15,500,7500.0,WH-A,Sylhet,Paid,Delivered,2025-03-09,2025-03-12
852,2025-02-16,Customer_22,Tea,Foods,15,180,2700.0,,Khulna,Pending,Dispatched,2025-02-20,2025-02-21
853,2025-03-09,Customer_208,Ice Cream,Foods,15,500,7500.0,WH-A,Chattogram,Paid,Delivered,2025-03-12,2025-03-19
854,2025-06-22,Customer_137,Tea,Foods,20,250,5000.0,WH-A,Dhaka,Pending,Delivered,2025-06-23,2025-06-27
855,2025-04-28,Customer_169,Soap,Personal Care,6,350,2100.0,,Sylhet,Failed,Dispatched,2025-05-02,2025-05-09
856,2025-04-03,Customer_78,Toothpaste,Personal Care,20,500,10000.0,WH-A,Chattogram,Paid,Delivered,2025-04-07,2025-04-14
857,2025-06-28,Customer_7,Shampoo,Personal Care,4,120,480.0,WH-A,Rajshahi,Failed,Pending,2025-06-30,2025-07-07
858,2025-06-10,Customer_23,Tea,Foods,8,350,2800.0,WH-B,Rajshahi,Paid,Dispatched,2025-06-15,2025-06-17
859,2025-02-12,Customer_180,Detergent,Home Care,1,120,120.0,WH-B,Rajshahi,Pending,Delivered,2025-02-14,2025-02-20
860,2025-03-04,Customer_146,Ice Cream,Foods,15,500,7500.0,WH-B,Dhaka,Pending,Delivered,2025-03-06,2025-03-09
861,2025-05-07,Customer_188,Soap,Personal Care,14,350,4900.0,WH-C,Khulna,Paid,Dispatched,2025-05-12,2025-05-17
862,2025-06-01,Customer_232,Detergent,Home Care,16,500,8000.0,WH-B,Chattogram,Failed,Delivered,2025-06-06,2025-06-12
863,2025-05-28,Customer_17,Lotion,Beauty,1,350,350.0,WH-B,Rajshahi,Pending,Delivered,2025-05-31,2025-06-05
864,2025-04-25,Customer_42,Detergent,Home Care,20,250,5000.0,WH-B,Chattogram,Pending,Cancelled,2025-04-29,2025-04-30
865,2025-02-26,Customer_87,Detergent,Home Care,8,500,4000.0,WH-C,Rajshahi,Paid,Cancelled,2025-03-03,2025-03-09
866,2025-06-22,Customer_121,Tea,Foods,13,350,4550.0,WH-A,Sylhet,Paid,Cancelled,2025-06-25,2025-07-02
867,2025-02-03,Customer_41,Tea,Foods,3,350,1050.0,WH-C,Rajshahi,Paid,Dispatched,2025-02-05,2025-02-07
868,2025-02-23,Customer_5,Detergent,Home Care,10,180,1800.0,WH-B,Khulna,Pending,Pending,2025-02-28,2025-03-01
869,2025-01-17,Customer_30,Shampoo,Personal Care,17,120,2040.0,WH-C,Chattogram,Paid,Pending,2025-01-20,2025-01-24
870,2025-04-01,Customer_225,Detergent,Home Care,9,250,2250.0,WH-C,Khulna,Paid,Delivered,2025-04-02,2025-04-09
871,2025-04-28,Customer_201,Tea,Foods,2,350,700.0,WH-C,Sylhet,Paid,Delivered,2025-04-29,2025-04-30
872,2025-06-11,Customer_53,Lotion,Beauty,4,180,720.0,,Chattogram,Failed,Cancelled,2025-06-12,2025-06-19
873,2025-05-08,Customer_166,Tea,Foods,15,500,7500.0,WH-B,Khulna,Paid,Delivered,2025-05-09,2025-05-11
874,2025-04-17,Customer_214,Ice Cream,Foods,7,350,2450.0,WH-B,Khulna,Pending,Pending,2025-04-18,2025-04-20
875,2025-04-17,Customer_171,Soap,Personal Care,9,250,2250.0,WH-A,Chattogram,Failed,Dispatched,2025-04-20,2025-04-26
876,2025-04-20,Customer_230,Ice Cream,Foods,8,180,1440.0,WH-B,Sylhet,Failed,Cancelled,2025-04-24,2025-04-28
877,2025-01-03,Customer_22,Soap,Personal Care,15,180,2700.0,WH-B,Khulna,Pending,Pending,2025-01-08,2025-01-09
878,2025-01-10,Customer_15,Detergent,Home Care,2,350,700.0,WH-C,Sylhet,Pending,Dispatched,2025-01-12,2025-01-17
879,2025-03-22,Customer_212,Detergent,Home Care,18,250,4500.0,WH-B,Sylhet,Failed,Pending,2025-03-25,2025-03-26
880,2025-06-14,Customer_160,Tea,Foods,13,350,4550.0,WH-C,Rajshahi,Failed,Cancelled,2025-06-16,2025-06-21
881,2025-03-19,Customer_138,Ice Cream,Foods,13,180,2340.0,WH-B,Rajshahi,Failed,Pending,2025-03-20,2025-03-21
882,2025-02-24,Customer_142,Lotion,Beauty,18,250,4500.0,WH-B,Sylhet,Pending,Pending,2025-02-25,2025-03-02
883,2025-06-01,Customer_214,Soap,Personal Care,1,500,500.0,WH-B,Rajshahi,Failed,Delivered,2025-06-04,2025-06-06
884,2025-03-08,Customer_32,Tea,Foods,2,250,500.0,WH-A,Dhaka,Pending,Cancelled,2025-03-13,2025-03-16
885,2025-03-28,Customer_191,Lotion,Beauty,1,350,350.0,WH-C,Sylhet,Failed,Pending,2025-03-30,2025-04-06
886,2025-06-20,Customer_36,Toothpaste,Personal Care,10,250,2500.0,WH-C,Rajshahi,Failed,Pending,2025-06-25,2025-07-01
887,2025-05-30,Customer_200,Soap,Personal Care,11,500,5500.0,WH-B,Rajshahi,Paid,Pending,2025-06-01,2025-06-08
888,2025-01-21,Customer_109,Tea,Foods,14,350,4900.0,WH-A,Rajshahi,Paid,Dispatched,2025-01-22,2025-01-23
889,2025-04-14,Customer_133,Soap,Personal Care,12,500,6000.0,WH-B,Khulna,Failed,Dispatched,2025-04-19,2025-04-24
890,2025-06-26,Customer_250,Tea,Foods,14,350,4900.0,WH-B,Chattogram,Paid,Pending,2025-06-30,2025-07-06
891,2025-06-30,Customer_136,Detergent,Home Care,15,180,2700.0,WH-A,Chattogram,Pending,Dispatched,2025-07-05,2025-07-12
892,2025-04-05,Customer_219,Soap,Personal Care,6,500,3000.0,WH-B,Dhaka,Paid,Cancelled,2025-04-06,2025-04-11
893,2025-05-14,Customer_96,Lotion,Beauty,10,120,1200.0,WH-B,Khulna,Pending,Cancelled,2025-05-16,2025-05-17
894,2025-02-06,Customer_13,Detergent,Home Care,1,180,180.0,WH-B,Khulna,Paid,Pending,2025-02-11,2025-02-15
895,2025-02-01,Customer_18,Ice Cream,Foods,16,120,1920.0,WH-A,Rajshahi,Pending,Cancelled,2025-02-06,2025-02-09
896,2025-04-07,Customer_185,Lotion,Beauty,15,250,3750.0,WH-C,Chattogram,Paid,Dispatched,2025-04-11,2025-04-18
897,2025-02-08,Customer_205,Ice Cream,Foods,15,350,5250.0,WH-C,Sylhet,Pending,Dispatched,2025-02-11,2025-02-12
898,2025-05-19,Customer_228,Shampoo,Personal Care,13,250,3250.0,WH-B,Khulna,Failed,Delivered,2025-05-20,2025-05-26
899,2025-05-27,Customer_166,Ice Cream,Foods,6,120,720.0,WH-A,Sylhet,Paid,Pending,2025-05-30,2025-06-04
900,2025-01-14,Customer_49,Lotion,Beauty,18,500,9000.0,WH-B,Sylhet,Paid,Delivered,2025-01-19,2025-01-24
901,2025-01-05,Customer_53,Tea,Foods,18,180,3240.0,WH-A,Sylhet,Pending,Delivered,2025-01-08,2025-01-15
902,2025-03-24,Customer_12,Ice Cream,Foods,18,500,9000.0,WH-B,Dhaka,Pending,Dispatched,2025-03-28,2025-04-02
903,2025-05-16,Customer_66,Shampoo,Personal Care,14,120,1680.0,WH-A,Dhaka,Paid,Pending,2025-05-19,2025-05-23
904,2025-03-07,Customer_79,Toothpaste,Personal Care,5,180,900.0,WH-B,Chattogram,,Cancelled,2025-03-08,2025-03-10
905,2025-03-18,Customer_82,Shampoo,Personal Care,1,120,120.0,WH-A,Rajshahi,,Cancelled,2025-03-22,2025-03-23
906,2025-02-21,Customer_153,Detergent,Home Care,4,120,480.0,WH-C,Chattogram,Pending,Dispatched,2025-02-23,2025-03-02
907,2025-03-23,,Soap,Personal Care,9,120,1080.0,WH-A,Rajshahi,Paid,Dispatched,,2025-04-01
908,2025-03-10,Customer_173,Tea,Foods,8,120,960.0,WH-A,Chattogram,Failed,Pending,2025-03-15,2025-03-20
909,2025-04-25,Customer_163,Toothpaste,Personal Care,19,350,6650.0,WH-C,Chattogram,Paid,Cancelled,2025-04-26,2025-05-03
910,2025-05-18,Customer_116,Lotion,Beauty,6,180,1080.0,WH-A,Dhaka,Pending,Cancelled,2025-05-22,2025-05-27
911,2025-01-16,Customer_154,Tea,Foods,6,120,720.0,WH-B,Rajshahi,Pending,Pending,2025-01-20,2025-01-23
912,2025-01-12,Customer_137,Lotion,Beauty,17,250,4250.0,WH-C,Dhaka,Pending,Delivered,2025-01-14,2025-01-20
913,2025-05-23,Customer_54,Detergent,Home Care,4,180,720.0,WH-C,Sylhet,Pending,Cancelled,2025-05-26,2025-05-30
914,2025-03-11,Customer_83,Tea,Foods,9,350,3150.0,WH-B,Chattogram,Pending,Cancelled,2025-03-13,2025-03-19
915,2025-06-05,Customer_231,Soap,Personal Care,5,120,600.0,WH-A,Chattogram,Pending,Dispatched,2025-06-09,2025-06-10
916,2025-01-21,Customer_8,Ice Cream,Foods,13,500,6500.0,WH-C,Rajshahi,Failed,Delivered,2025-01-22,2025-01-27
917,2025-04-02,Customer_215,Toothpaste,Personal Care,13,500,6500.0,WH-C,Dhaka,Paid,Dispatched,2025-04-06,2025-04-08
918,2025-01-03,Customer_6,Toothpaste,Personal Care,7,350,2450.0,WH-B,Khulna,Paid,Delivered,2025-01-05,2025-01-11
919,2025-02-26,Customer_248,Ice Cream,Foods,20,250,5000.0,WH-B,Dhaka,Pending,Dispatched,2025-02-28,2025-03-04
920,2025-01-02,Customer_164,Tea,Foods,20,180,3600.0,WH-B,Dhaka,Pending,Dispatched,2025-01-04,2025-01-11
921,2025-06-18,Customer_175,Shampoo,Personal Care,18,180,3240.0,WH-C,Sylhet,Paid,Delivered,2025-06-23,2025-06-29
922,2025-02-02,Customer_220,Lotion,Beauty,5,120,600.0,WH-A,Sylhet,Failed,Cancelled,2025-02-05,2025-02-10
923,2025-06-07,Customer_144,Shampoo,Personal Care,1,500,500.0,WH-B,Dhaka,Pending,Delivered,2025-06-10,2025-06-16
924,2025-04-15,Customer_175,Ice Cream,Foods,11,350,3850.0,WH-C,Rajshahi,Pending,Cancelled,2025-04-18,2025-04-19
925,2025-01-13,Customer_137,Lotion,Beauty,2,180,360.0,WH-B,Khulna,Paid,Dispatched,2025-01-16,2025-01-20
926,2025-05-27,Customer_58,Shampoo,Personal Care,11,120,1320.0,WH-C,Rajshahi,Paid,Pending,2025-05-28,2025-06-03
927,2025-03-21,Customer_161,Shampoo,Personal Care,6,250,1500.0,WH-A,Dhaka,Pending,Dispatched,2025-03-22,2025-03-28
928,2025-06-10,Customer_65,Ice Cream,Foods,1,500,500.0,WH-A,Dhaka,Pending,Pending,2025-06-13,2025-06-20
929,2025-05-14,Customer_199,Toothpaste,Personal Care,2,250,500.0,WH-C,Sylhet,Pending,Delivered,2025-05-16,2025-05-17
930,2025-02-01,Customer_235,Tea,Foods,15,500,7500.0,WH-A,Rajshahi,Pending,Delivered,2025-02-02,2025-02-03
931,2025-04-24,Customer_157,Ice Cream,Foods,5,120,600.0,WH-C,Rajshahi,Paid,Delivered,2025-04-25,2025-04-28
932,2025-01-14,Customer_98,Tea,Foods,2,500,1000.0,WH-B,Dhaka,Failed,Dispatched,2025-01-17,2025-01-24
933,2025-01-03,Customer_119,Shampoo,Personal Care,20,500,10000.0,WH-B,Sylhet,Failed,Delivered,2025-01-07,2025-01-11
934,2025-05-13,Customer_50,Toothpaste,Personal Care,1,350,350.0,WH-A,Dhaka,Paid,Delivered,2025-05-16,2025-05-21
935,2025-02-02,Customer_91,Lotion,Beauty,7,500,3500.0,WH-B,Rajshahi,Failed,Dispatched,2025-02-07,2025-02-10
936,2025-01-12,Customer_80,Shampoo,Personal Care,8,180,1440.0,WH-C,Rajshahi,Failed,Cancelled,2025-01-13,2025-01-15
937,2025-02-07,Customer_80,Toothpaste,Personal Care,19,500,9500.0,WH-C,Khulna,Pending,Cancelled,2025-02-09,2025-02-13
938,2025-06-18,Customer_61,Soap,Personal Care,17,500,8500.0,WH-C,Sylhet,Paid,Dispatched,2025-06-20,2025-06-21
939,2025-06-13,Customer_18,Toothpaste,Personal Care,7,180,1260.0,WH-B,Chattogram,Failed,Dispatched,2025-06-15,2025-06-22
940,2025-06-27,Customer_149,Tea,Foods,15,500,7500.0,WH-C,Khulna,Failed,Cancelled,2025-06-30,2025-07-07
941,2025-01-27,Customer_234,Detergent,Home Care,11,180,1980.0,WH-A,Rajshahi,Paid,Delivered,2025-01-31,2025-02-07
942,2025-04-30,Customer_62,Tea,Foods,8,180,1440.0,,Khulna,Failed,Dispatched,2025-05-05,2025-05-07
943,2025-01-02,Customer_19,Shampoo,Personal Care,13,180,2340.0,WH-B,Dhaka,Failed,Delivered,2025-01-05,2025-01-06
944,2025-02-19,Customer_93,Shampoo,Personal Care,10,350,3500.0,,Dhaka,Paid,Pending,2025-02-24,2025-03-03
945,2025-03-09,Customer_217,Toothpaste,Personal Care,6,180,1080.0,WH-C,Chattogram,Paid,Pending,2025-03-11,2025-03-14
946,2025-01-26,Customer_174,Soap,Personal Care,6,250,1500.0,WH-A,Rajshahi,Failed,Delivered,2025-01-27,2025-02-03
947,2025-04-27,Customer_208,Toothpaste,Personal Care,7,250,1750.0,WH-B,Chattogram,Failed,Dispatched,2025-04-29,2025-05-02
948,2025-02-06,Customer_49,Tea,Foods,3,120,360.0,WH-A,Sylhet,Pending,Cancelled,2025-02-08,2025-02-15
949,2025-06-12,Customer_196,Toothpaste,Personal Care,20,350,7000.0,WH-C,Sylhet,Paid,Cancelled,2025-06-14,2025-06-15
950,2025-03-05,Customer_204,Ice Cream,Foods,5,250,1250.0,WH-B,Chattogram,Failed,Dispatched,2025-03-06,2025-03-12
951,2025-06-19,Customer_43,Shampoo,Personal Care,3,350,1050.0,WH-C,Rajshahi,Failed,Cancelled,2025-06-24,2025-06-25
952,2025-02-15,Customer_96,Detergent,Home Care,17,350,5950.0,WH-C,Rajshahi,Failed,Dispatched,2025-02-18,2025-02-24
953,2025-04-13,Customer_10,Detergent,Home Care,9,500,4500.0,WH-A,Chattogram,Paid,Dispatched,2025-04-18,2025-04-24
954,2025-02-25,Customer_228,Ice Cream,Foods,8,350,2800.0,WH-B,Sylhet,Paid,Cancelled,2025-02-28,2025-03-04
955,2025-02-04,Customer_114,Toothpaste,Personal Care,18,120,2160.0,WH-C,Khulna,Paid,Delivered,2025-02-05,2025-02-08
956,2025-03-28,Customer_120,Detergent,Home Care,17,500,8500.0,WH-B,Rajshahi,Pending,Dispatched,2025-04-01,2025-04-05
957,2025-01-07,Customer_60,Toothpaste,Personal Care,9,350,3150.0,WH-B,Dhaka,Pending,Delivered,2025-01-09,2025-01-13
958,2025-05-20,Customer_71,Toothpaste,Personal Care,17,500,8500.0,WH-A,Dhaka,Paid,Delivered,2025-05-21,2025-05-28
959,2025-02-21,Customer_173,Toothpaste,Personal Care,2,500,1000.0,WH-B,Khulna,Pending,Cancelled,2025-02-24,2025-02-26
960,2025-05-20,Customer_198,Shampoo,Personal Care,20,180,3600.0,WH-B,Khulna,Pending,Dispatched,2025-05-23,2025-05-24
961,2025-05-01,Customer_244,Detergent,Home Care,19,120,2280.0,WH-A,Rajshahi,Paid,Pending,2025-05-06,2025-05-13
962,2025-03-01,Customer_202,Tea,Foods,7,350,2450.0,WH-C,Rajshahi,Failed,Dispatched,2025-03-06,2025-03-11
963,2025-02-18,Customer_242,Toothpaste,Personal Care,3,250,750.0,WH-C,Rajshahi,Paid,Dispatched,2025-02-22,2025-03-01
964,2025-04-06,Customer_224,Detergent,Home Care,18,120,2160.0,WH-A,Khulna,Failed,Delivered,2025-04-08,2025-04-13
965,2025-02-27,Customer_176,Detergent,Home Care,12,250,3000.0,WH-B,Sylhet,Pending,Cancelled,2025-03-03,2025-03-07
966,2025-01-09,Customer_244,Lotion,Beauty,1,500,500.0,WH-B,Sylhet,Failed,Dispatched,2025-01-11,2025-01-13
967,2025-01-17,Customer_49,Detergent,Home Care,7,350,2450.0,WH-B,Dhaka,Pending,Dispatched,2025-01-22,2025-01-26
968,2025-02-13,Customer_142,Tea,Foods,10,120,1200.0,WH-A,Dhaka,Failed,Dispatched,2025-02-14,2025-02-20
969,2025-01-18,Customer_53,Soap,Personal Care,6,180,1080.0,WH-A,Khulna,Failed,Delivered,2025-01-22,2025-01-25
970,2025-05-13,Customer_84,Detergent,Home Care,2,250,500.0,WH-B,Rajshahi,Paid,Delivered,2025-05-14,2025-05-16
971,2025-05-03,Customer_245,Shampoo,Personal Care,18,350,6300.0,WH-A,Chattogram,Paid,Cancelled,2025-05-04,2025-05-08
972,2025-06-04,Customer_151,Detergent,Home Care,16,180,2880.0,WH-A,Sylhet,Failed,Dispatched,2025-06-09,2025-06-12
973,2025-02-06,Customer_212,Toothpaste,Personal Care,7,120,840.0,WH-B,Sylhet,Paid,Cancelled,2025-02-10,2025-02-11
974,2025-04-29,Customer_189,Lotion,Beauty,16,350,5600.0,WH-A,Khulna,Failed,Dispatched,2025-05-04,2025-05-05
975,2025-06-06,Customer_64,Toothpaste,Personal Care,10,350,3500.0,WH-A,Sylhet,Failed,Dispatched,2025-06-08,2025-06-12
976,2025-06-28,Customer_101,Detergent,Home Care,13,180,2340.0,WH-C,Dhaka,Paid,Pending,2025-07-03,2025-07-04
977,2025-06-20,Customer_186,Toothpaste,Personal Care,18,250,4500.0,WH-C,Chattogram,Pending,Dispatched,2025-06-21,2025-06-27
978,2025-04-05,,Ice Cream,Foods,18,120,2160.0,WH-C,Khulna,Pending,Dispatched,,2025-04-13
979,2025-05-10,Customer_7,Shampoo,Personal Care,9,180,1620.0,WH-A,Rajshahi,Pending,Cancelled,2025-05-11,2025-05-15
980,2025-04-12,Customer_65,Tea,Foods,13,180,2340.0,WH-A,Chattogram,Pending,Dispatched,2025-04-13,2025-04-14
981,2025-01-22,Customer_63,Detergent,Home Care,15,120,1800.0,WH-C,Rajshahi,Paid,Dispatched,2025-01-27,2025-02-02
982,2025-02-13,Customer_26,Ice Cream,Foods,9,180,1620.0,WH-A,Khulna,Paid,Dispatched,2025-02-14,2025-02-19
983,2025-06-23,Customer_113,Shampoo,Personal Care,3,120,360.0,WH-B,Chattogram,Paid,Delivered,2025-06-26,2025-06-28
984,2025-04-24,Customer_163,Tea,Foods,18,180,3240.0,WH-C,Dhaka,Pending,Cancelled,2025-04-25,2025-05-02
985,2025-01-02,Customer_97,Detergent,Home Care,2,500,1000.0,WH-A,Chattogram,Pending,Pending,2025-01-03,2025-01-10
986,2025-04-18,Customer_87,Shampoo,Personal Care,3,120,360.0,WH-A,Dhaka,Paid,Delivered,2025-04-19,2025-04-20
987,2025-01-12,Customer_28,Ice Cream,Foods,6,180,1080.0,WH-B,Khulna,Failed,Pending,2025-01-16,2025-01-21
988,2025-04-12,Customer_60,Lotion,Beauty,7,500,3500.0,WH-A,Dhaka,Pending,Cancelled,2025-04-16,2025-04-17
989,2025-06-17,Customer_100,Shampoo,Personal Care,1,350,350.0,WH-A,Rajshahi,Paid,Delivered,2025-06-20,2025-06-21
990,2025-04-05,Customer_227,Tea,Foods,9,500,4500.0,WH-A,Rajshahi,Pending,Dispatched,2025-04-06,2025-04-07
991,2025-02-13,Customer_154,Soap,Personal Care,18,500,9000.0,WH-B,Rajshahi,Failed,Pending,2025-02-16,2025-02-17
992,2025-06-20,Customer_86,Toothpaste,Personal Care,6,250,1500.0,WH-A,Sylhet,Failed,Dispatched,2025-06-24,2025-06-25
993,2025-05-09,Customer_4,Detergent,Home Care,17,180,3060.0,WH-A,Dhaka,Failed,Delivered,2025-05-14,2025-05-20
994,2025-03-04,Customer_16,Toothpaste,Personal Care,8,350,2800.0,WH-A,Khulna,Pending,Cancelled,2025-03-09,2025-03-10
995,2025-02-22,Customer_237,Shampoo,Personal Care,5,350,1750.0,WH-C,Sylhet,Pending,Cancelled,2025-02-23,2025-02-25
996,2025-06-14,Customer_203,Shampoo,Personal Care,9,250,2250.0,WH-B,Khulna,Paid,Pending,2025-06-15,2025-06-20
997,2025-03-04,Customer_14,Ice Cream,Foods,11,250,2750.0,WH-C,Chattogram,Failed,Pending,2025-03-06,2025-03-11
998,2025-03-24,Customer_162,Lotion,Beauty,13,500,6500.0,WH-A,Dhaka,Pending,Delivered,2025-03-26,2025-03-30
999,2025-02-22,Customer_45,Shampoo,Personal Care,2,180,360.0,WH-C,Sylhet,Paid,Pending,2025-02-24,2025-02-25
1000,2025-04-30,Customer_185,Lotion,Beauty,3,350,1050.0,WH-A,Chattogram,Pending,Pending,2025-05-03,2025-05-05
508,2025-05-14,Customer_2,Soap,Personal Care,1,500,500.0,WH-B,Chattogram,Failed,Cancelled,2025-05-15,2025-05-20
819,2025-06-14,Customer_114,Detergent,Home Care,1,120,120.0,WH-C,Chattogram,Paid,Dispatched,2025-06-16,2025-06-22
453,2025-03-24,Customer_108,Tea,Foods,20,500,10000.0,WH-C,Chattogram,Pending,Dispatched,2025-03-29,2025-04-02
369,2025-03-02,Customer_207,Ice Cream,Foods,6,180,1080.0,WH-C,Khulna,Failed,Delivered,2025-03-07,2025-03-10
243,2025-02-12,Customer_134,Lotion,Beauty,18,180,3240.0,WH-B,Dhaka,Failed,Pending,2025-02-15,2025-02-22
930,2025-02-01,Customer_235,Tea,Foods,15,500,7500.0,WH-A,Rajshahi,Pending,Delivered,2025-02-02,2025-02-03
263,2025-01-12,Customer_57,Toothpaste,Personal Care,11,350,3850.0,WH-C,Chattogram,Paid,Cancelled,2025-01-17,2025-01-24
811,2025-01-28,Customer_249,Detergent,Home Care,7,180,1260.0,WH-B,Rajshahi,Pending,Cancelled,2025-01-30,2025-02-01
319,2025-06-27,Customer_244,Detergent,Home Care,17,250,4250.0,WH-B,Khulna,Failed,Delivered,2025-06-30,2025-07-04
50,2025-06-05,Customer_114,Shampoo,Personal Care,14,500,7000.0,WH-B,Chattogram,Failed,Dispatched,2025-06-08,2025-06-12
447,2025-05-02,Customer_116,Lotion,Beauty,20,500,10000.0,WH-A,Dhaka,Failed,Pending,2025-05-05,2025-05-11
143,2025-06-07,,Ice Cream,Foods,18,500,9000.0,WH-C,Khulna,Paid,Pending,,2025-06-13
969,2025-01-18,Customer_53,Soap,Personal Care,6,180,1080.0,WH-A,Khulna,Failed,Delivered,2025-01-22,2025-01-25
346,2025-02-27,Customer_245,Lotion,Beauty,2,180,360.0,WH-B,Dhaka,Pending,Cancelled,2025-03-04,2025-03-05
972,2025-06-04,Customer_151,Detergent,Home Care,16,180,2880.0,WH-A,Sylhet,Failed,Dispatched,2025-06-09,2025-06-12
134,2025-04-28,Customer_123,Tea,Foods,17,250,4250.0,WH-B,Rajshahi,Failed,Delivered,2025-04-29,2025-04-30
105,2025-05-27,Customer_220,Toothpaste,Personal Care,7,180,1260.0,WH-B,Dhaka,Pending,Dispatched,2025-05-31,2025-06-02
